IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
189.71,182.62,268.0,122.35,136.14,301.97,29.15,281.1,53.2,182.9,95.03,29.1,38.22,286.67,251.88,296.32,38.15,184.0,131.8,95.25,111.43,112.28,97.08,234.28,61.0,125.12,150.88,313.45
209.22,191.57,266.83,29.79,171.85,275.12,15.38,148.35,87.85,242.95,41.98,29.05,122.3,286.7,221.6,204.02,61.35,190.25,188.5,192.18,172.8,100.78,241.2,150.83,60.0,165.87,245.55,266.05
165.73,250.97,281.2,31.95,162.36,275.12,15.25,307.88,61.17,248.12,44.33,29.23,88.13,286.62,297.07,207.07,56.33,164.5,120.0,205.43,219.53,101.5,230.35,81.42,60.75,170.12,157.52,337.5
217.21,261.73,293.73,35.43,208.36,277.93,15.6,283.48,139.25,312.88,33.65,28.2,158.95,286.65,270.7,247.7,200.42,168.25,204.75,197.18,157.35,217.62,103.1,199.47,61.25,162.96,242.57,313.45
170.35,250.23,248.07,63.73,139.25,313.88,16.98,314.0,59.88,320.25,65.15,29.4,150.62,233.7,281.88,307.85,313.57,195.75,313.57,125.85,33.55,265.92,178.43,291.73,62.0,169.4,233.75,291.27
113.07,253.85,244.93,150.24,62.09,312.15,71.9,327.62,45.15,326.23,44.88,28.65,145.67,9.07,259.07,293.4,343.93,189.75,295.82,184.85,31.6,268.38,224.07,292.55,59.0,157.29,233.97,262.1
96.09,257.45,162.05,173.18,95.75,318.83,316.58,275.55,50.75,328.43,32.52,29.05,160.23,7.3,273.8,307.8,318.02,220.25,310.27,75.58,193.18,258.88,249.93,281.02,62.75,179.76,234.05,250.97
254.96,246.32,95.68,268.62,182.54,294.7,278.55,273.75,136.32,307.73,41.98,29.02,194.68,71.83,271.23,249.72,277.75,209.75,235.3,221.1,93.95,245.65,264.88,296.7,58.5,179.46,238.97,301.08
268.62,234.5,111.43,264.26,165.44,279.57,238.65,269.9,177.2,278.0,43.78,28.4,253.95,250.77,193.43,221.97,267.5,221.75,257.12,195.25,89.17,239.8,258.73,252.32,61.75,192.78,221.1,259.68
263.96,250.55,104.9,236.64,294.4,310.25,254.75,168.8,177.35,292.07,62.0,28.65,268.75,251.0,174.35,233.1,274.92,225.0,271.77,205.3,178.05,256.58,263.28,242.5,261.25,244.99,244.55,300.6
274.55,257.45,12.02,246.57,276.39,326.1,249.25,324.8,173.93,279.68,69.95,28.75,281.81,248.62,219.65,252.68,280.3,225.5,292.05,193.38,173.8,245.98,252.5,213.43,261.75,272.44,227.85,304.3
297.04,256.4,25.42,266.48,210.81,344.9,206.1,330.88,223.05,293.45,91.2,28.8,281.53,291.75,244.73,270.65,307.55,206.25,300.23,174.18,269.1,285.1,271.35,218.78,256.25,289.03,233.28,159.5
311.93,308.5,91.2,249.85,117.98,332.25,218.02,261.25,173.4,297.4,94.9,28.82,299.26,269.55,226.77,261.35,324.15,202.5,307.9,241.1,99.58,282.27,225.05,290.3,254.0,305.04,250.1,185.5
323.51,306.7,37.17,283.1,37.12,336.1,241.72,333.05,163.53,298.68,98.78,28.75,302.35,267.77,239.93,256.77,321.75,219.75,314.1,283.62,49.77,309.15,320.95,301.52,263.0,324.84,267.95,10.15
313.45,320.5,35.2,301.77,51.98,342.12,240.23,340.6,223.7,315.12,109.97,28.73,325.51,282.42,263.5,283.23,331.8,202.5,305.48,294.0,52.4,298.75,341.4,298.38,271.5,321.47,291.23,96.8
332.9,322.3,47.27,311.48,55.38,266.02,249.68,353.62,254.17,320.77,111.88,28.75,248.43,289.9,249.95,283.38,334.8,201.0,329.27,317.97,52.85,303.6,333.48,297.18,265.0,343.72,293.5,9.08
342.39,272.33294117647057,43.23,307.11,58.19,352.1,246.12,259.45,224.43,320.95,114.85,28.62,331.68,296.58,272.05,286.4,321.2,180.75,329.08,301.68,43.55,305.15,265.65,311.45,264.75,345.12,281.82,13.6
346.7,332.3,32.12,318.25,45.04,354.2,255.82,354.32,218.12,321.18,115.43,28.68,331.59,297.48,278.73,285.15,325.7,199.0,319.85,306.02,49.33,292.7,332.77,308.2,269.5,351.25,283.8,18.38
262.97,335.85,105.2,312.53,180.37,342.0,294.68,265.47,153.55,317.95,114.0,29.05,263.98,297.7,288.55,290.48,326.88,210.25,318.73,281.45,36.75,260.4,329.93,301.5,221.5,266.85,280.48,26.5
177.23,176.77,276.73,312.6,217.05,253.3,335.83,350.2,152.68,288.43,112.65,28.82,63.45,288.7,279.52,292.07,331.67,207.75,323.4,257.95,35.98,260.68,337.35,293.68,72.5,349.16,250.47,25.7
321.31,351.1,272.2,320.5,111.16,344.68,312.75,345.95,155.25,310.08,110.0,28.9,258.03,284.0,259.4,288.57,327.25,207.0,317.35,253.48,42.92,287.95,335.58,295.6,213.5,354.88,221.62,35.5
327.19,353.35,292.75,319.95,106.81,343.8,211.35,357.15,178.03,292.65,106.68,28.62,260.94,284.77,249.68,269.1,325.45,201.75,325.7,242.85,47.9,282.2,337.33,297.08,275.75,266.81,276.5,38.6
336.4,354.05,248.77,322.49,168.07,335.8,348.77,180.32,164.62,284.7,72.72,28.93,18.53,286.55,278.75,273.88,320.2,207.25,335.5,241.62,48.9,272.25,335.75,297.8,233.5,7.47,238.62,38.27
344.2,181.27,243.82,331.07,179.18,172.1,350.1,268.85,85.55,278.2,64.85,28.7,28.38,290.3,283.52,268.35,259.62,189.75,344.48,285.38,60.92,263.05,267.23,302.75,116.0,102.84,131.5,212.9
91.86,93.95,270.17,294.59,177.89,341.45,348.82,266.55,104.3,269.12,61.78,28.57,41.61,326.77,274.02,273.0,345.07,208.5,317.7,347.8,60.5,314.23,95.05,313.48,84.5,2.46,127.65,311.27
266.88,278.55,267.7,332.48,231.27,309.12,345.98,350.25,105.45,251.9,78.85,28.8,159.88,316.6,284.97,220.2,349.3,222.25,285.3,349.65,65.53,326.45,261.38,305.88,124.25,303.02,120.9,147.5
7.82,226.88,268.3,299.12,253.23,324.08,345.9,306.77,118.02,290.82,77.05,29.0,90.17,295.07,287.8,246.7,338.2,218.25,274.73,193.83,123.5,320.05,332.8,299.22,63.0,100.93,200.25,218.95
18.26,265.12,272.6,280.57,131.76,11.02,345.9,262.57,52.23,327.25,32.58,28.93,119.03,303.52,289.8,253.85,249.3,216.25,281.45,162.82,259.2,270.2,259.6,258.32,64.25,169.24,199.48,256.32
174.83,265.03,289.6,288.8,165.9,257.7,345.9,283.25,94.55,329.1,29.52,28.52,83.77,306.25,291.9,242.6,314.22,230.75,302.25,77.4,339.12,248.55,315.1,253.57,63.5,167.31,237.03,310.1
345.0,237.8,272.65,312.45,168.93,340.0,346.02,207.05,119.55,261.1,44.7,28.48,129.45,282.9,289.0,276.98,321.38,216.5,256.3,315.92,266.8,250.03,245.9,266.1,78.5,199.09,193.38,302.02
308.48,273.98,217.12,292.23,165.37,148.95,272.65,215.85,48.2,315.05,31.73,28.3,189.47,289.5,221.2,221.77,280.05,232.0,256.07,190.57,259.9,213.97,250.85,216.5,183.0,183.33,235.85,243.72
245.97,262.3,312.92,259.2,148.1,245.15,215.52,220.7,134.32,312.83,32.23,27.98,172.88,286.88,202.1,213.32,252.05,199.25,255.38,192.88,327.98,216.88,269.42,227.55,248.75,193.76,240.57,266.95
239.16,265.38,97.58,242.8,139.73,196.23,222.43,229.25,178.55,310.0,31.0,28.57,189.09,232.15,193.53,196.72,257.7,195.0,257.3,131.4,334.05,211.15,248.1,193.62,244.5,233.45,224.1,298.38
269.1,243.7,13.18,239.99,279.63,284.1,264.45,302.25,174.68,291.95,53.55,28.72,257.12,250.43,182.75,219.27,257.68,222.25,282.43,192.88,327.38,223.12,259.7,210.4,203.75,235.3,230.55,294.38
297.79,259.75,15.12,270.6,279.83,319.6,234.23,311.98,165.3,296.28,65.55,28.8,279.0,291.78,214.73,254.88,278.2,209.25,276.68,211.88,334.35,238.4,275.75,228.85,269.5,269.39,241.62,316.65
314.15,262.93,27.33,276.83,264.25,337.47,243.07,319.1,183.3,299.5,90.6,28.93,271.73,295.62,206.8,262.43,323.5,230.5,302.73,198.05,357.62,261.55,284.05,220.85,248.25,255.65,226.8,252.75
309.6,304.4,30.62,263.67,233.88,342.0,263.82,339.08,173.78,308.15,103.42,28.88,283.02,289.02,235.97,261.43,308.8,191.75,295.32,238.43,109.55,280.83,323.9,273.2,252.25,323.51,248.43,12.25
319.93,317.3,37.67,281.48,59.51,346.52,260.3,260.5,169.45,314.25,105.88,28.7,215.32,282.3,250.05,272.88,335.75,206.25,313.15,302.65,47.62,292.4,249.48,303.78,268.25,334.49,281.93,93.9
314.75,340.15,39.45,295.02,129.09,262.68,260.77,350.2,197.4,319.55,113.45,28.7,239.65,279.0,270.25,288.1,324.62,209.25,308.02,280.62,50.93,205.3,332.38,301.27,235.5,259.65,285.43,19.48
349.97,340.5,40.33,290.92,49.55,351.83,254.3,342.4,247.75,319.07,111.55,28.62,353.43,305.45,265.07,284.45,332.7,210.25,320.6,326.48,57.5,314.33,351.33,306.07,266.25,339.7,282.48,21.45
351.59,342.15,39.07,292.59,200.17,350.77,228.28,266.07500000000005,243.9,318.58,113.25,28.48,339.18,302.32,272.45,277.08,326.95,193.0,315.33,307.75,53.75,296.95,254.45,313.65,229.25,337.25,312.55,24.65
350.07,333.65,42.02,310.78,61.45,348.92,264.4,351.02,205.57,310.45,114.88,28.3,339.94,292.67,274.6,279.68,324.7,183.25,314.57,287.8,43.5,285.77,349.1,289.57666666666665,249.75,337.7,282.15,20.73
330.01,332.95,89.5,319.38,96.26,347.57,300.33,350.15,157.65,305.77,113.62,28.45,330.76,285.07,281.62,279.65,325.38,230.25,316.52,269.0,46.9,268.12,335.85,286.09888888888895,264.5,347.76,282.4,21.3
321.7,343.25,274.5,302.57,212.11,332.32,272.42,352.43,130.57,296.5,112.6,28.62,278.07,286.25,278.58,279.3,330.0,228.0,315.18,258.52,42.18,269.4,330.73,297.5,270.0,341.81,284.68,96.03
324.41,343.48,312.6,317.79,87.06,334.42,294.02,356.62,163.52,297.88,110.33,28.7,343.49,287.92,281.07,279.67,328.43,220.75,300.62,288.67,42.38,290.35,340.52,298.52,273.75,263.23,271.65,23.23
325.88,343.1,271.7,323.47,112.77,341.18,333.15,355.2,191.25,288.6,112.85,28.6,341.24,284.02,294.73,274.35,326.75,204.0,314.62,257.4,44.97,279.5,340.7,299.77,144.75,350.89,283.25,25.9
328.34,349.55,248.32,320.17,289.27,334.1,343.43,90.3,165.3,312.9,111.72,28.48,180.96,283.9,292.62,258.3,326.77,209.0,324.35,243.3,49.12,277.85,340.35,299.05,138.25,348.55,277.9,24.73
335.04,356.38,237.82,317.85,203.84,340.93,51.12,355.05,162.38,306.98,107.35,28.23,104.42,288.47,289.65,272.75,327.08,220.75,310.27,249.32,39.38,271.23,336.92,292.02,277.25,351.54,206.32,30.1
333.3,181.12,257.12,325.22,116.25,331.0,1.17,178.65,159.2,232.68,99.95,28.8,54.19,282.82,285.1,246.55,328.82,215.75,312.2,259.48,36.33,278.77,330.27,292.68,232.25,353.38,160.28,82.45
345.46,173.75,260.38,304.84,172.79,330.35,138.07,349.15,118.8,316.02,101.35,28.45,24.57,277.55,283.6,213.22,316.8,242.5,308.98,230.25,27.32,263.43,318.05,290.1,76.0,344.5,157.12,226.6
250.97,244.0,267.52,309.44,133.71,330.57,349.9,168.62,95.92,341.7,60.62,28.5,134.3,276.1,261.27,183.15,327.07,234.25,280.25,299.83,94.3,261.05,255.65,286.38,31.5,290.49,219.45,254.07
168.53,250.95,289.97,310.67,163.86,300.05,350.05,217.88,58.6,327.7,34.6,29.25,174.13,276.0,247.97,224.68,322.75,214.75,237.62,180.92,337.75,231.68,263.12,185.68,30.25,204.83,245.25,276.45
292.26,260.5,293.4,300.86,151.23,269.45,344.43,230.53,99.1,325.23,34.18,29.5,168.71,276.0,278.57,232.15,292.95,239.75,270.7,128.6,253.77,229.28,251.58,235.27,31.0,200.11,247.47,295.88
222.29,261.77,227.25,271.23,119.36,282.4,193.55,222.17,99.98,310.95,31.35,28.95,191.05,275.98,243.65,229.12,275.65,196.75,267.1,179.0,321.95,235.1,273.3,244.02,33.5,198.29,235.4,322.8
214.89,221.5,241.5,286.34,122.86,262.38,227.62,226.47,114.95,311.8,29.35,28.52,182.13,275.9,252.18,225.43,277.73,201.5,281.48,101.92,328.77,203.7,261.15,256.65,31.75,209.03,233.88,305.75
172.89,247.75,197.25,262.95,60.14,283.27,233.57,239.57,172.3,319.88,29.52,28.52,188.84,275.95,231.32,217.43,261.05,210.25,267.57,105.3,265.67,248.5,258.73,277.07,119.5,171.11,236.05,255.1
271.87,240.78,23.6,247.91,43.29,304.83,83.53,317.73,177.15,301.75,34.27,28.32,210.08,212.98,195.67,235.35,273.35,212.25,273.23,215.2,259.4,259.78,269.25,257.23,247.75,245.45,228.18,314.7
335.39,251.43,96.08,287.67,222.97,335.05,228.53,253.45,171.52,297.22,66.25,28.27,262.63,282.28,158.07,257.9,288.88,222.5,294.17,184.97,181.9,270.48,254.93,256.15,255.0,258.44,229.55,296.52
252.74,249.22,97.2,249.04,272.03,349.38,139.02,312.02,129.18,289.62,68.17,28.4,201.3,213.1,216.62,259.98,251.38,218.0,313.75,154.43,340.05,197.75,270.38,255.25,170.75,251.8,241.78,260.55
181.92,295.38,59.25,180.81,105.34,272.07,112.92,256.38,51.65,161.3,244.35,28.48,42.03,172.7,159.2,263.82,349.27,211.75,183.1,122.0,234.62,198.25,164.77,247.4,206.25,236.58,128.28,69.33
237.73,136.07,53.95,207.14,148.29,259.97,108.65,254.65,34.07,266.48,287.25,28.6,68.63,260.82,186.1,297.9,172.85,199.5,177.72,191.22,89.3,96.2,257.7,237.2,129.5,118.26,185.5,152.32
187.16,189.53,130.97,216.24,71.66,257.12,182.65,320.93,110.5,322.12,200.97,28.58,22.02,281.57,198.68,296.55,330.98,163.0,152.8,142.48,44.67,312.3,239.32,304.77,233.5,241.82,108.3,56.45
315.38,335.25,54.2,254.02,68.72,260.43,229.6,346.53,194.08,314.53,101.45,28.45,147.94,278.85,248.78,225.62,315.02,188.25,238.15,265.9,53.5,280.95,306.95,303.98,236.5,114.18,83.9,29.4
338.99,324.85,47.67,302.23,60.64,96.8,233.15,176.07,182.92,320.9,113.0,28.33,250.19,289.35,259.85,298.93,323.1,159.25,265.38,308.3,63.62,303.38,171.62,299.4,270.25,323.57,167.5,182.45
332.24,252.3,28.4,258.06,51.88,95.05,249.78,268.65,184.7,312.73,114.0,28.28,335.11,290.33,265.12,284.75,319.72,197.5,251.55,287.12,48.52,285.88,334.7,297.07,171.75,333.59,287.45,29.427647058823528
321.11,327.43,26.32,318.02,36.98,332.7,275.8,345.85,177.55,303.18,114.1,28.32,301.41,280.45,285.9,273.48,326.4,195.5,315.75,305.02,54.48,281.57,338.75,294.98,233.0,340.26,279.73,29.50294117647059
316.41,337.42,295.8,312.39,65.92,255.23,311.88,346.15,160.78,308.52,116.28,28.27,303.4,281.65,289.48,280.1,324.8,211.75,310.08,247.95,24.82,262.35,332.65,291.0,274.75,337.3,268.85,28.411875000000002
328.07,262.73,278.68,301.4,127.37,315.73,311.17,339.65,125.85,312.4,114.22,28.55,278.61,296.2,242.7,285.88,325.73,202.5,306.38,265.12,15.4,265.8,328.07,291.95,246.25,250.62,255.53,53.99764705882354
322.37,343.2,245.27,306.72,114.19,316.65,294.82,339.92,108.25,317.7,111.32,28.6,258.75,282.7,257.15,283.68,333.15,204.25,297.02,262.98,29.68,270.5,325.75,292.82,267.25,341.35,225.12,68.75000000000001
322.01,342.23,293.27,301.48,116.69,316.98,262.53,345.6,145.62,316.3,111.72,28.58,306.31,283.73,266.95,293.2,330.08,201.25,294.12,266.7,43.03,274.95,338.07,298.65,269.0,351.88,246.33,87.23823529411764
318.68,340.9,243.1,312.05,118.17,324.38,310.98,264.7,103.42,306.05,114.45,28.43,313.56,284.98,283.8,268.65,327.08,209.25,307.02,273.85,37.32,281.62,339.4,293.52,267.25,259.36,270.25,106.97294117647058
321.33,352.83,251.33,315.19,133.88,333.67,346.55,267.12,155.55,287.4,108.2,28.52,154.69,283.77,296.02,253.92,333.05,214.5,315.3,259.43,41.1,283.45,341.12,294.15,265.5,259.05,248.85,213.56235294117647
337.31,290.77,268.33,323.41,170.06,335.55,345.58,347.47,132.18,279.65,98.35,28.67,24.75,286.77,278.75,254.98,325.75,200.25,312.12,249.32,18.1,260.92,342.38,290.8,243.0,328.74,167.53,225.71470588235292
330.82,233.02,277.27,317.34,159.12,310.38,345.65,238.6,96.12,302.47,29.55,28.75,51.57,285.52,284.4,260.9,316.4,217.75,304.3,308.8,261.7,245.07,253.72,289.93,56.25,269.42,219.35,219.30470588235292
287.95,255.77,280.68,309.31,102.75,300.7,345.7,221.43,54.15,333.55,35.67,27.4,129.13,266.52,231.55,230.2,316.82,217.25,284.9,200.4,342.05,227.4,278.95,208.33,56.75,169.13,244.68,238.64470588235292
220.29,264.07,295.18,314.16,190.22,301.38,344.12,223.65,94.67,323.75,36.02,27.27,160.85,266.5,255.0,300.15,290.85,187.5,292.43,149.28,339.48,208.98,270.5,202.8,57.0,183.06,270.23,263.7741176470588
256.52,245.85,243.5,295.07,91.53,306.3,259.2,236.4,42.65,330.12,40.92,27.3,179.06,272.3,273.27,284.48,303.85,179.5,285.15,198.8,333.6,257.7,245.2,254.3,56.75,182.64,237.62,262.3388235294118
322.42,239.6,176.75,301.4,62.01,297.15,253.03,178.43,65.38,319.35,50.6,27.3,226.31,270.52,260.7,287.9,315.25,193.0,294.88,226.25,88.1,274.18,250.2,285.85,56.5,184.9,231.52,248.904375
322.37,244.93,273.12,292.0,43.01,318.65,242.68,68.92,91.55,316.17,33.72,27.2,217.66,284.45,263.93,269.3,292.38,195.0,283.05,205.75,335.7,243.7,249.42,256.95,57.0,173.38,226.32,226.4505882352941
280.1,247.95,230.7,288.53,29.1,284.73,235.62,227.95,103.92,317.32,30.68,27.05,211.84,280.38,224.47,210.93,281.0,223.75,274.3,221.12,345.23,250.43,256.05,290.92,56.75,210.84,236.15,262.06470588235294
257.25,229.78,47.08,271.91,191.81,294.02,184.83,213.35,176.57,280.68,32.35,28.15,254.25,278.88,184.75,224.15,264.62,206.25,278.65,197.4,346.6,254.03,263.82,215.6,56.0,189.51,229.48,289.4123529411765
333.24,249.2,38.05,253.39,285.36,317.9,243.7,224.38,85.73,295.2,54.4,28.23,268.03,290.25,130.72,273.88,303.47,193.0,307.6,232.68,9.57,262.1,270.3,276.38,57.25,226.26,216.15,270.2517647058824
252.87,276.1,37.73,212.85,217.28,86.37,251.62,261.42,114.88,300.6,97.25,28.3,269.05,304.7,207.95,278.4,316.6,189.75,315.12,262.1,349.38,252.48,268.18,270.88,111.5,298.43,221.75,194.09666666666666
292.29,280.93,43.17,265.4,258.22,259.1,219.12,305.43,176.55,294.4,109.18,28.5,208.11,270.57,216.05,253.88,244.78,214.0,304.8,157.05,340.15,248.28,307.7,220.62,107.5,280.71,227.05,145.63117647058823
288.96,289.32,32.5,261.8,242.9,327.85,276.07,310.73,215.93,309.3,106.55,28.5,276.71,272.2,234.12,254.6,314.0,204.75,301.38,187.53,24.0,283.45,306.1,233.5,68.75,288.13,240.68,94.44588235294117
302.87,292.12,33.75,288.37,175.8,331.05,269.6,333.62,173.95,293.73,103.42,28.52,301.97,265.77,240.55,270.45,308.17,212.0,290.12,250.85,39.85,282.3,335.12,287.17,204.25,329.51,266.43,180.95
312.66,304.6,24.93,297.08,59.83,347.02,250.32,332.95,231.17,305.58,108.88,28.45,276.59,279.35,244.78,264.4,330.0,204.75,311.27,304.3,53.45,275.4716666666667,298.8,296.4,252.25,325.31,271.47,14.82
324.88,313.2,36.45,297.27,47.88,341.6,240.85,351.5,145.88,308.27,112.12,28.32,318.08,286.98,268.57,270.38,320.55,204.0,301.98,264.05588235294124,52.8,277.5872222222222,335.57,298.3,271.0,311.38,318.28,94.83
336.39,311.35,30.47,300.51,194.0,341.05,260.65,353.45,185.65,306.18,111.8,28.3,256.16,288.35,263.3,271.15,322.58,204.5,313.0,268.8735294117647,43.15,287.92,335.0,298.7,265.0,322.93,287.08,14.35
328.23,331.9,23.1,292.27,92.4,347.32,277.93,351.0,177.72,314.02,114.78,28.18,252.27,290.68,285.43,278.55,315.6,208.5,308.52,272.3361111111111,22.32,278.1,340.27,294.32,224.75,330.48,279.98,15.9
324.5,314.47,96.15,297.18,137.09,333.12,273.9,338.35,177.97,304.35,110.0,28.38,306.51,285.88,259.45,278.12,314.1,213.5,306.5,242.3766666666667,19.57,267.62,314.02,293.67,274.75,319.86,267.77,9.65
310.26,229.45,303.25,294.44,81.49,299.38,302.08,334.53,171.72,308.43,104.7,28.35,304.01,279.15,264.55,284.62,312.3,197.5,304.98,232.73555555555555,15.92,267.62,308.18,294.12,274.25,305.47,245.35,266.6
312.86,298.35,239.97,295.81,70.27,291.32,281.7,339.35,165.45,316.73,112.12,28.52,299.57,284.65,272.85,277.57,316.25,204.5,301.48,256.25,19.05,266.75,306.15,296.38,271.0,318.16,241.3,349.5
321.13,340.82,5.95,302.61,87.69,316.05,289.77,351.12,165.62,321.5,116.28,28.48,304.38,285.73,277.73,269.02,315.05,204.0,296.7,267.75,33.62,272.62,316.62,296.27,272.75,340.63,271.0,12.4
326.19,319.75,343.82,302.29,93.21,318.15,303.32,345.35,173.0,306.15,115.2,28.33,302.32,287.82,268.15,272.9,316.95,201.75,292.33,256.3,12.78,262.58,332.77,294.92,273.0,332.64,275.5,14.58
322.88,304.2,286.75,301.65,116.09,334.2,309.9,344.25,148.5,314.43,113.45,28.15,288.04,285.52,273.57,285.12,316.7,198.5,295.83,272.35,10.68,257.45,342.67,294.62,270.25,331.34,275.05,305.1
324.93,238.35,234.93,305.4,182.54,303.82,348.48,354.4,143.4,306.65,98.15,28.4,255.72,283.1,269.8,258.68,322.57,220.25,284.2,261.15,18.45,251.88,338.12,261.57,269.5,264.57,203.7,253.9
329.52,264.23,268.55,309.42,68.98,254.57,348.45,308.23,142.95,312.88,84.95,29.03,230.22,281.68,249.75,256.05,317.5,203.75,275.27,271.02,8.07,246.22,313.02,227.18,253.0,186.46,200.2,234.2
318.55,273.1,302.45,295.63,135.84,307.57,348.4,218.35,106.25,299.6,52.52,28.68,207.64,283.1,289.27,254.18,296.38,221.25,289.33,311.75,338.27,250.22,327.6,228.47,245.25,195.18,236.12,209.73
327.8,274.43,285.68,289.38,126.2,304.88,348.4,223.18,119.25,309.02,42.1,28.6,258.28,285.12,261.85,245.6,318.8,265.25,286.8,234.82,333.57,247.9,242.75,323.35,237.75,197.8,232.62,235.1
325.42,264.07,265.1,298.68,52.1,298.45,348.42,256.62,46.45,315.45,34.02,29.05,225.44,286.98,252.78,261.62,319.55,223.5,284.8,197.35,332.38,282.35,246.72,155.1,234.5,197.2,227.03,262.98
316.94,267.02,332.28,292.65,51.24,323.75,333.4,289.5,52.35,314.48,42.38,28.68,224.0,285.55,278.75,258.12,313.17,200.25,288.4,209.23,329.3,283.7,245.02,184.9,246.0,202.98,227.17,240.1
320.05,263.43,283.1,281.29,55.7,286.73,273.8,270.95,140.5,300.52,43.2,27.23,220.88,286.82,273.45,243.3,304.23,192.25,283.05,208.25,340.2,241.45,245.1,256.17,263.5,202.7,225.3,252.38
298.45,256.07,256.48,290.17,77.74,264.88,241.93,259.82,177.08,288.48,36.65,28.15,229.75,283.3,237.25,212.25,279.6,227.0,272.48,200.22,337.55,249.9,241.58,208.78,257.0,201.37,233.42,273.62
298.46,254.7,17.93,287.66,157.26,270.52,247.85,317.52,175.2,287.25,35.45,28.17,266.32,279.43,180.28,243.93,288.5,212.5,281.1,206.32,348.02,257.18,269.92,210.0,266.5,236.53,226.3,312.25
292.83,250.67,96.62,282.52,221.56,283.3,260.73,319.32,177.7,290.62,65.83,28.25,254.44,271.07,229.6,242.12,313.65,227.5,277.47,214.45,7.53,272.35,259.35,270.45,243.0,267.68,223.5,329.82
321.04,261.62,99.15,277.13,278.94,328.55,259.62,313.6,187.67,302.95,73.2,28.32,264.13,278.35,235.18,257.8,318.7,227.25,288.57,236.85,104.5,250.48,302.35,238.58,281.25,294.04,238.9,348.05
305.31,292.73,26.5,296.62,251.7,334.4,241.12,337.23,181.4,302.82,107.55,28.45,305.2,281.1,229.1,253.88,314.32,202.75,297.55,231.73,269.12,274.27,319.73,242.4,279.25,319.91,240.47,181.7
324.19,332.73,33.48,282.78,120.25,334.8,248.05,334.98,193.02,311.5,106.72,28.55,300.62,286.5,247.7,270.07,319.3,212.5,307.5,264.12,47.73,296.1,338.98,304.27,276.0,328.9,262.1,13.3
314.19,294.12,38.25,301.55,115.77,343.48,245.78,340.88,179.22,310.57,113.58,28.57,297.27,281.95,258.32,274.65,324.75,193.75,308.2,281.43,53.5,290.5,338.4,305.2,264.5,320.0,283.02,11.07
341.05,311.07,19.25,301.22,55.95,346.75,263.48,348.15,194.93,311.58,112.25,28.52,341.77,288.2,267.5,282.8,329.28,204.5,306.7,279.9,58.6,296.8,335.43,301.77,258.75,332.96,286.65,96.03
335.14,335.23,31.0,297.3,53.76,351.28,256.52,351.35,150.68,317.27,113.42,28.35,308.23,281.98,269.22,277.95,328.7,213.25,299.02,285.43,52.05,312.6,241.48,299.95,268.75,341.25,284.12,14.88
338.75,337.85,43.5,309.27,56.48,351.85,240.12,182.05,238.93,316.43,113.05,28.23,239.83,297.8,276.85,283.23,322.02,192.5,317.48,307.52,43.5,302.12,338.95,309.58,270.75,333.13,285.12,16.45
345.48,330.98,30.02,323.9,53.47,349.2,267.77,353.57,198.83,312.5,115.4,28.27,329.29,293.77,268.32,282.93,325.65,189.75,312.1,275.32,42.38,278.0,338.33,295.38,268.75,344.79,285.72,20.98
322.62,343.6,175.3,310.93,83.97,335.25,298.35,349.32,136.72,304.18,114.33,28.35,314.44,281.93,272.0,275.23,325.12,205.75,312.18,256.35,20.0,260.88,328.95,292.7,277.0,331.92,282.2,13.35
326.37,166.03,321.23,296.34,151.93,315.25,305.18,328.85,152.38,316.93,115.47,28.35,295.0,284.68,279.88,284.58,320.12,203.5,299.27,246.85,19.43,269.45,315.43,293.5,268.75,265.52,248.03,12.1
320.68,266.93,311.1,300.13,170.47,294.85,271.25,173.32,156.35,319.2,104.67,28.68,288.16,289.98,247.6,283.1,311.15,199.25,281.9,231.1,14.75,267.9,305.75,299.55,271.5,255.41,239.82,7.57
337.68,272.9,330.08,305.75,183.44,308.9,249.65,294.2,94.5,315.3,107.97,28.73,280.46,287.95,254.25,285.08,312.07,216.75,276.88,314.48,23.27,268.6,313.73,266.98,255.25,239.48,233.07,348.05
326.88,248.55,279.57,305.6,79.78,299.15,318.47,346.27,98.95,314.88,107.12,28.7,283.5,285.88,250.12,288.6,328.12,201.25,281.35,270.62,28.62,260.98,332.25,281.27,259.0,200.37,206.82,266.9
316.82,229.65,256.62,315.8,163.22,298.6,350.1,347.68,132.43,320.1,110.35,27.73,232.3,283.93,271.48,285.18,330.48,222.75,289.25,245.3,30.92,299.97,340.57,285.0,270.0,233.05,178.93,244.25
