IHBAS-CPCB,Shadipur-CPCB,RK-Puram-DPCC,NSIT-Dwarka-CPCB
0.16,0.07,0.152,-0.5
0.03,0.04,0.16,-0.5
-0.01,0.07,0.13599999999999998,-0.51
0.0,0.04,0.0,-0.51
0.02,0.07,0.13999999999999999,-0.51
0.09,0.03,0.19285714285714287,-0.15
0.11,0.06,0.0,-0.08
0.06,0.03,0.16444444444444445,-0.07
0.08,0.04,0.1409090909090909,-0.06
0.04,0.02,0.0,-0.02
0.03,0.03,0.1,-0.01
0.08,0.01,0.28,-0.31
0.0,0.04,0.0,-0.56
0.01,0.04,0.0,-0.55
0.01,0.04,0.08857142857142856,-0.62
-0.01,0.04,0.0,-0.18
-0.02,0.03,0.0,-0.17
-0.02,0.05,0.0,-0.29
-0.02,0.04,0.0,-0.36
0.01,0.05,0.0,-0.4
-0.01,0.03,0.0,-0.43
-0.04,0.07,0.03,-0.46
-0.02,0.05,0.1,-0.43
-0.02,0.07,0.12,-0.34
-0.03,0.04,0.28,-0.34
-0.03,0.07,0.2,-0.32
-0.05,0.04,0.18,-0.3
-0.05,0.06,0.25,-0.27
0.01,0.04,0.23,0.0
0.0,0.07,0.23,0.14
0.02,0.04,0.23,0.12
0.01,0.06,0.2,0.2
0.05,0.01,0.2,-0.02125
0.02,0.04,0.1,0.02
0.04,0.0,0.1,0.0
0.0,0.03,0.1,0.02
-0.01,-0.02,0.23,-0.01
-0.03,0.03,0.4,0.03
-0.04,0.02,0.23,-0.5
-0.02,0.06,0.1,-0.52
-0.05,0.03,0.12545454545454546,-0.19
-0.06,0.05,0.121,-1.33
-0.04,0.03,0.10375000000000001,-1.27
-0.04,0.05,0.04125,-0.45
-0.06,0.04,0.016666666666666666,-0.47
-0.05,0.05,0.0325,-0.43
-0.04,0.05,0.06000000000000001,-0.35
-0.05,0.05,0.074,-0.28
-0.01,0.05,0.086,-0.27
-0.03,0.05,0.07600000000000001,-0.24
-0.03,0.06,0.04666666666666667,-0.26
-0.03,0.05,0.1,-0.3
0.0,0.06,0.0,-0.12
0.02,0.04,0.11200000000000002,0.12
0.05,0.06,0.09,0.08
0.08,0.02,0.11333333333333334,0.07
0.08,0.05,0.125,0.05
0.1,0.01,0.07777777777777778,0.03
0.13,0.02,0.07,0.02
0.13,-0.02,0.0,0.03
0.04,0.04,0.046363636363636364,0.09
-0.06,0.03,0.1,0.06
-0.07,0.05,0.0,0.04
-0.07,0.04,0.0,0.08
-0.07,0.05,0.0,0.09
-0.07,0.04,0.0,0.12
-0.07,0.05,0.016666666666666666,0.12
-0.09,0.05,0.0,0.12
-0.03,0.04,0.0,0.07
-0.01,0.06,0.0,0.06
-0.01,0.05,0.028571428571428574,0.0
0.09,0.07,0.045000000000000005,-0.07
0.04,0.06,0.066,-0.19
0.03,0.07,0.07,-0.3
0.03,0.06,0.045,-0.31
0.11,0.07,0.086,-0.23
0.13,0.05,0.115,0.11
0.24,0.05,0.15333333333333335,0.1
0.25,0.03,0.1325,0.04
0.23,0.04,0.19333333333333333,-0.02
0.16,0.02,0.2333333333333333,-0.04
0.11,0.03,0.12,-0.08
0.12,0.0,0.13999999999999999,-0.05
0.1,0.03,0.1571428571428571,-0.05
0.06,-0.02,0.17142857142857143,-0.03
0.03,0.02,0.20875,-0.01
0.0,-0.01,0.16875,-0.03
-0.04,0.05,0.25,0.0
-0.01,0.02,0.32,0.06
-0.01,0.05,0.25,-0.07
0.02,0.05,0.1,-0.52
0.0,0.07,0.0,-0.55
-0.02,0.04,0.0,-0.61
-0.01,0.05,0.0,-0.63
0.0,0.05,0.0,-0.62
0.0,0.07,0.0,-0.58
0.08,0.06,0.030000000000000002,-0.54
0.05,0.06,0.025454545454545455,-0.52
0.08,0.07,0.0,-0.5
0.12,0.06,0.0,-0.49
0.0,0.07,0.0,-0.49
-0.01,0.07,0.0,-0.5
0.04,0.08,0.0,-0.5
0.03,0.05,0.03,-0.49
0.01,0.08,0.0,-0.49
0.0,0.05,0.08,-0.47
0.28,0.11,0.0,-0.48
0.58,0.08,0.0,-0.47
0.49,0.06,0.0,-0.4
0.41,0.09,0.25,-0.11
0.42,0.08,0.2,-0.01
0.46,0.07,0.0,-0.01
0.46,0.07,0.0,0.01
0.45,0.05,0.0,-0.07
0.45,0.08,0.0,-0.16
0.45,0.05,0.0,-0.19
0.45,0.08,0.0,-0.25
0.44,0.05,0.1,-0.28
0.45,0.08,0.1,-0.28
0.42,0.06,0.15,-0.25
0.45,0.09,0.05,-0.24
0.45,0.05,0.08,-0.22
0.44,0.08,0.0,-0.18
0.44,0.04,0.08,-0.12
0.43,0.08,0.23,-0.12
0.42,0.07,0.23,-0.39
0.41,0.1,0.3,-0.09
0.48,0.09,0.35,0.09
0.44,0.11,0.5,0.17
0.46,0.09,0.3,0.19
0.48,0.1,0.25,0.21
0.47,0.08,0.15,0.21
0.47,0.08,0.15,0.19
0.5,0.05,0.2125,0.2
0.46,0.06,0.15,-0.2
0.44,0.06,0.1142857142857143,-0.37
0.42,0.04,0.10333333333333333,-0.33
0.42,0.06,0.08,-0.29
0.42,0.04,0.05000000000000001,-0.21
0.44,0.07,0.0,-0.2
0.44,0.04,0.0,-0.34
0.42,0.08,0.025,-0.35
0.43,0.04,0.03333333333333333,-0.35
0.41,0.08,0.049999999999999996,-0.36
0.42,0.04,0.025,-0.36
0.43,0.08,0.04,-0.28
0.44,0.04,0.0,-0.26
0.43,0.08,0.02666666666666667,-0.19
0.44,0.08,0.07666666666666667,-0.1381818181818182
0.45,0.11,0.09333333333333334,-0.09727272727272727
0.51,0.09,0.10999999999999999,-0.015000000000000019
0.5,0.08,0.16666666666666666,0.06692307692307692
0.51,0.07,0.2333333333333333,0.2
0.52,0.09,0.16,0.19
0.5,0.08,0.09333333333333334,0.19
0.51,0.08,0.049999999999999996,0.2
0.47,0.02,0.075,0.16
0.43,0.04,0.125,0.14
0.42,0.04,0.1,0.11
0.4,0.03,0.08333333333333333,0.14
0.41,0.05,0.08,0.17
0.41,0.03,0.0625,0.19
0.41,0.06,0.05000000000000001,0.21
0.42,0.04,0.0,0.22
0.41,0.08,0.0,-0.028461538461538465
0.42,0.05,0.0325,-0.06307692307692309
0.42,0.09,0.025,-0.1
0.41,0.06,0.0375,-0.01
0.41,0.09,0.016666666666666666,-0.129
0.41,0.05,0.02666666666666667,0.05
0.42,0.09,0.0125,-0.24
0.44,0.06,0.02,-0.076
0.45,0.06,0.0575,-0.05875
0.45,0.04,0.07,-0.08857142857142859
0.47,0.07,0.10999999999999999,-0.026249999999999996
0.53,0.06,0.15,0.37
0.44,0.09,0.175,0.07857142857142858
0.21,0.05,0.145,0.038571428571428576
0.18,0.06,0.07750000000000001,-0.07714285714285715
0.2,0.04,0.05,0.015714285714285715
0.13,0.02,0.06666666666666667,0.017142857142857137
0.14,0.03,0.09333333333333334,-0.06166666666666667
0.12,0.05,0.09333333333333334,-0.3133333333333333
0.13,0.06,0.01,-0.37999999999999995
0.12,0.06,0.0,-0.035
0.12,0.06,0.0075,-0.041666666666666664
0.12,0.06,0.016666666666666666,-0.04666666666666667
0.12,0.07,0.0075,-0.051666666666666666
0.13,0.06,0.02,-0.15000000000000002
0.13,0.08,0.0325,-0.158
0.13,0.06,0.025,-0.15
0.14,0.08,0.0625,-0.13
0.13,0.03,0.0825,-0.15199999999999997
0.14,0.06,0.0625,-0.07857142857142858
0.15,0.04,0.037500000000000006,-0.0725
0.14,0.07,0.04,3.469446951953614e-18
0.13,0.04,0.0875,0.01625
0.18,0.09,0.115,-0.08222222222222224
0.26,0.06,0.12666666666666665,0.07
0.26,0.08,0.16249999999999998,0.19
0.25,0.04,0.16999999999999998,0.19
0.2,0.08,0.10833333333333334,-0.07
0.15,0.04,0.07,-0.72
0.19,0.06,0.053750000000000006,0.07
0.33,0.04,0.04375,0.08
0.16,0.05,0.0,-0.45
0.14,0.03,0.0,-1.76
0.13,0.04,0.0,-2.03
0.04,-0.01,0.0,-0.05
0.04,-0.01,0.0,-0.04
0.04,0.0,0.05,-0.03
0.04,-0.01,0.0,-0.02
0.04,0.0,0.0,-0.02
0.04,-0.01,0.0,-0.02
0.04,0.01,0.0,-0.02
0.04,-0.01,0.0,-0.02
0.04,0.01,0.0,-0.01
0.04,-0.01,0.0,0.0
0.04,0.03,0.0,0.01
0.04,-0.01,0.0,0.01
0.06,0.02,0.0,0.04
0.08,-0.03,0.05,0.23
0.09,0.01,0.03,0.25
0.11,-0.02,0.12,0.24
-0.12,0.04,0.2,0.23
-0.32,0.02,0.1,0.18
-0.32,0.05,0.03,0.01
-0.18,0.01,0.0,-0.15
-0.06,-0.05,0.088,-0.15
-0.04,-0.03,0.063,-0.02
-0.02,0.02,0.041,0.11
-0.11,0.02,0.023,0.11
-0.17,0.03,0.0,0.11
-0.17,0.02,0.0,0.08
-0.15,0.02,0.012727272727272728,0.02
-0.17,0.02,0.0,-0.01
-0.18,0.01,0.0,-0.02
-0.16,0.03,0.03,-0.03
-0.16,0.02,0.0,-0.04
-0.16,0.04,0.0,-0.05
-0.15,0.02,0.0,-0.06
-0.15,0.03,0.0,-0.06
-0.15,0.01,0.05,-0.06
-0.13,0.03,0.0,-0.04
-0.1,0.01,0.0,-0.07
-0.11,0.04,0.0,-0.14
-0.11,-0.01,0.06357142857142858,-0.12
-0.11,0.04,0.1,-0.11
-0.19,0.01,0.0,-0.12
-0.18,0.05,0.1,-0.12
-0.2,0.01,0.03,-0.12
-0.18,0.05,0.05,-0.12
-0.2,0.02,0.05,-0.13
-0.16,0.03,0.03,-0.13
-0.2,0.01,0.08,-0.13
-0.2,0.03,0.03,-0.12
-0.19,0.02,0.0,-0.12
-0.19,0.03,0.03,-0.12
-0.19,0.02,0.0,-0.11
-0.19,0.02,0.03,-0.11
-0.18,0.03,0.08,-0.12
-0.18,0.01,0.0,-0.11
-0.19,0.02,0.0,-0.11
-0.18,0.0,0.1,-0.09
-0.25,0.01,0.28,-0.09
-0.19,-0.01,0.17,-0.11
-0.21,0.02,0.1,-0.11
-0.18,-0.01,0.08,-0.11
-0.19,0.04,0.12,-0.1
-0.18,0.01,0.18,-0.1
-0.18,0.05,0.05,-0.11
-0.21,0.02,0.08,-0.11
-0.09,0.05,0.15,-0.21
-0.02,0.02,0.15,0.03
0.01,0.05,0.18,0.01
-0.03,0.03,0.23,0.18
-0.04,0.04,0.15,0.19
-0.06,0.02,0.12,0.13
-0.04,0.03,0.0,0.2
-0.03,-0.01,0.0,0.2
-0.05,0.01,0.1,0.21
-0.02,0.02,0.03,0.2
-0.02,0.02,0.03,0.2
-0.01,0.02,0.0,0.16
0.0,0.0,0.0,0.1
-0.01,0.02,0.08,0.1
0.0,0.01,0.03,0.14
0.0,0.03,0.0,0.18
0.0,0.0,0.0,0.2
0.0,0.03,0.0,0.2
-0.01,0.0,0.0,0.16
0.0,0.03,0.0,0.2
0.0,0.0,0.0,0.24
0.05,0.04,0.18,0.26
0.41,-0.02,0.2,0.3
0.41,0.01,0.3,0.26
0.3,-0.01,0.38,0.26
0.28,0.02,0.5,0.24
0.26,-0.02,0.53,0.21
0.25,0.01,0.48,0.21
0.21,-0.04,0.23,0.21
0.18,0.0,0.15,0.22
0.15,-0.02,0.2,0.24
0.16,0.0,0.17,0.25
0.16,-0.01,0.08,0.14
0.17,-0.01,0.03,-0.03
0.17,0.0,0.03,-0.03
0.18,0.0,0.03,-0.07
0.18,0.01,0.05,-0.08
0.19,0.0,0.03,-0.04
0.18,0.0,0.0,0.01
0.18,-0.01,0.0,0.01
0.17,0.01,0.25,0.02
0.15,-0.01,0.23,0.07
0.14,0.01,0.15,0.07
0.14,-0.01,0.18,0.07
0.21,0.02,0.15,0.16
0.26,-0.01,0.25,0.26
0.29,0.02,0.28,0.26
0.24,0.0,0.25,0.25
0.19,0.01,0.35,0.22
0.24,-0.01,0.47,0.23
0.22,0.01,0.55,0.23
0.28,-0.02,0.17,0.22
0.2,-0.02,0.0,0.25
0.17,-0.03,0.0,0.25
0.13,0.01,0.0,0.26
0.37,-0.01,0.0,0.26
0.46,0.0,0.0,0.26
0.44,0.0,0.0,0.27
0.45,0.01,0.0,0.27
0.45,0.01,0.0,0.27
0.46,-0.01,0.0,0.27
0.45,0.01,0.0,0.27
0.46,0.01,0.0,0.27
0.49,0.03,0.0,0.27
0.52,0.0,0.0,0.28
0.52,0.03,0.0,0.28
0.51,0.0,0.0,0.27
0.51,0.03,0.0,0.27
0.49,0.0,0.0,0.27
0.44,0.03,0.0,0.25
0.41,0.01,0.0,0.11
0.49,0.03,0.0,0.23
0.5,-0.02,0.0,0.25
0.52,0.0,0.0,0.25
0.54,-0.05,0.0,0.24
0.49,0.0,0.0,0.24
0.46,-0.02,0.0,0.25
0.44,0.0,0.0,0.26
0.44,-0.01,0.0,0.25
0.42,0.0,0.0,0.26
0.43,-0.01,0.0,0.26
0.46,-0.01,0.0,0.26
0.45,0.0,0.0,0.26
0.43,-0.01,0.0,0.27
0.45,0.02,0.0,0.27
0.46,-0.01,0.0,0.27
0.45,0.02,0.0,0.27
0.46,0.01,0.0,0.27
0.46,0.02,0.0,0.27
0.47,-0.01,0.0,0.26
0.47,0.02,0.0,0.26
0.46,-0.01,0.0,0.26
0.45,0.02,0.0,0.26
0.45,-0.01,0.0,0.26
0.44,0.02,0.0,0.26
0.47,-0.01,0.0,0.23
0.47,0.03,0.0,0.26
0.55,0.0,0.0,0.25
0.56,-0.01,0.0,0.25
0.49,-0.02,0.0,0.24
0.46,-0.02,0.0,0.24
0.53,-0.01,0.0,0.24
0.55,-0.01,0.0,0.24
0.53,0.0,0.0,0.24
0.29,0.01,0.0,0.24
0.28,0.01,0.0,0.24
0.29,0.0,0.0,0.23
0.29,0.01,0.0,0.22
0.29,0.02,0.0,0.22
0.28,0.01,0.0,0.23
0.29,0.01,0.0,0.23
0.29,0.01,0.0,0.19
0.28,0.02,0.0,0.12
0.28,0.0,0.0,0.06
0.29,0.02,0.0,-0.02
0.27,0.0,0.0,-0.04
0.28,0.02,0.0,0.13
0.31,0.0,0.0,0.25
0.33,0.04,0.0,0.25
0.16,0.0,0.04,0.17
0.15,0.03,0.05,0.14
0.14,0.0,0.06,0.13
0.17,0.03,0.06818181818181819,0.13
0.19,-0.02,0.12,0.12
0.2,0.0,0.03,0.13
0.17,-0.03,0.0,0.13
0.16,0.02,0.0,0.13
0.09,0.0,0.0,0.13
0.1,0.02,0.0,0.13
0.09,0.01,0.0,0.13
0.11,0.02,0.0,0.13
0.11,0.02,0.0,0.13
0.12,0.02,0.0,0.07
0.12,0.02,0.0,-0.06
0.11,0.02,0.0,-0.14
0.11,0.03,0.0,-0.15
0.1,0.02,0.0,-0.13
0.06,0.04,0.0,0.17
0.09,0.02,0.0,0.36
0.11,0.04,0.0,0.1207692307692308
0.11,0.0,0.0,0.13785714285714287
0.13,0.02,0.003333333333333333,0.2
0.18,-0.01,0.02875,0.27
0.23,0.01,0.03,0.11
0.24,-0.04,0.06,0.1
0.21,0.0,0.041666666666666664,0.1
0.19,-0.04,0.06,0.1
0.26,-0.02,0.05285714285714286,0.1
0.23,-0.1,0.02888888888888889,0.1
0.16,-0.25,0.017,0.11
0.14,-0.21,0.018181818181818184,0.11
0.12,-0.14,0.0,0.12
0.1,-0.2,0.0,0.11
0.09,0.0,0.0,0.06
0.09,-0.01,0.0,-0.03
0.09,0.01,0.0,-0.09
0.1,0.0,0.0,-0.1
0.09,0.02,0.0,0.02
0.09,0.03,0.0,0.2
0.09,0.03,0.0,0.07285714285714286
0.09,0.03,0.0,0.09250000000000001
0.09,0.02,0.0,0.13416666666666663
0.1,0.04,0.0,0.14
0.11,0.0,0.0,0.29
0.13,0.03,0.0,0.38
0.2,-0.01,0.026000000000000002,0.17538461538461536
0.19,0.02,0.07,0.17
-0.03,-0.03,0.09125,0.1
0.09,-0.01,0.09125,0.1
0.09,-0.04,0.0,0.08
0.06,-0.01,0.06888888888888889,0.09
0.04,-0.05,0.07727272727272727,0.08
0.06,-0.02,0.0,0.09
0.04,-0.06,0.0,0.09
0.02,-0.01,0.0,0.09
-0.03,-0.02,0.0,0.1
-0.01,0.01,0.0,0.11
0.0,-0.01,0.0,0.11
-0.01,0.01,0.0,0.11
-0.01,0.0,0.0,0.07
-0.01,0.02,0.0,-0.04
0.0,0.01,0.0,-0.15
-0.01,0.02,0.0,-0.15
0.0,0.02,0.0,-0.15
-0.01,0.02,0.0,-0.15
0.0,0.02,0.0,-0.14
-0.01,0.01,0.0,0.013636363636363629
-0.01,0.03,0.0,0.022
-0.01,0.03,0.045000000000000005,0.05090909090909091
-2.17,0.03,0.06100000000000001,0.0872727272727273
-4.53,-0.31,0.093,0.115
0.34,-0.29,0.11666666666666667,0.1
0.03,-0.25,0.12555555555555553,0.09
-0.03,-0.19,0.1,0.08
0.05,-0.06,0.05,0.11
-0.249375,0.03,0.0,-0.11
-0.04,0.01,0.0,-0.13
-0.04,0.05,0.0,0.05
-0.03,0.01,0.03,0.1
-0.04,0.04,0.0,0.11
-0.04,0.0,0.0,0.11
-0.04,0.03,0.0,0.08
-0.04,0.0,0.0,0.06
-0.04,0.03,0.0,0.03
-0.04,0.01,0.0,0.0
-0.04,0.03,0.0,-0.04
-0.04,0.02,0.0,-0.08
-0.04,0.02,0.0,-0.11
-0.04,0.02,0.0,-0.0375
-0.04,0.02,0.0,0.0033333333333333327
-0.04,0.03,0.0,0.06333333333333334
-0.04,0.02,0.03,0.06818181818181819
-0.06,0.03,0.03,-0.14
-0.06,0.01,0.03,0.07
-0.04,0.02,0.23,0.17
-0.02,-0.01,0.18,0.16
-0.02,0.02,0.3,0.15
-0.02,-0.02,0.15,0.14
-0.03,0.01,0.25,0.14
-0.05,-0.02,0.25,0.14
-0.05,0.0,0.23,0.14
-0.06,-0.04,0.17,0.15
-0.08,-0.02,0.17,0.15
-0.08,-0.04,0.1,0.15
-0.06,-0.01,0.05,0.15
-0.06,-0.02,0.0,0.15
-0.06,-0.01,0.0,0.15
-0.05,-0.02,0.0,0.15
-0.05,-0.01,0.0,0.15
-0.04,-0.01,0.0,0.15
-0.04,-0.01,0.0,0.15
-0.05,-0.01,0.08,0.16
-0.04,0.0,0.08,0.16
-0.04,0.0,0.08,0.16
-0.04,-0.01,0.17,0.17
-0.03,0.01,0.1,0.17
-0.06,0.0,0.18,0.16
-0.04,0.01,0.23,0.15
-0.12,-0.02,0.4,0.15
-0.07,0.02,0.55,0.14
-0.04,-0.03,0.43,0.14
-0.07,0.0,0.33,0.14
-0.12,-0.04,0.32,0.07
-0.09,0.03,0.48,-0.14
-0.07,-0.02,0.4,0.0
-0.09,0.02,0.57,0.18
-0.09,-0.01,0.48,-0.12
-0.11,0.03,0.4,0.07
-0.09,0.0,0.3,0.19
-0.08,0.02,0.32,0.19
-0.08,-0.01,0.4,0.19
-0.09,0.01,0.3,-0.03
-0.06,-0.01,0.33,-0.13
-0.07,0.01,0.3,-0.14
-0.08,0.02,0.4,-0.12
-0.09,0.01,0.32,-0.09
-0.06,0.01,0.35,-0.06
-0.04,0.01,0.32,0.01
-0.07,0.02,0.3,0.14
-0.05,0.02,0.28,0.2
-0.04,0.05,0.23,0.2
0.01,0.03,0.2,0.2
0.0,0.05,0.15,0.24
0.0,0.01,0.17,0.176875
-0.01,0.04,0.25,0.17
0.0,0.0,0.23,0.17
-0.02,0.02,0.38,0.16
-0.01,-0.03,0.25,0.17
-0.04,0.0,0.33,0.17
-0.06,-0.03,0.2,0.17
-0.08,0.01,0.18,0.17
-0.07,-0.03,0.05,0.14
-0.07,0.02,0.03,0.14
-0.07,-0.02,0.0,0.14
-0.07,0.02,0.0,0.14
-0.07,0.0,0.0,0.12
-0.07,0.02,0.0,0.11
-0.07,0.0,0.0,0.06
-0.07,0.01,0.0,0.07
-0.07,0.01,0.0,0.04
-0.06,0.02,0.0,0.0
-0.05,0.02,0.0,-0.03
-0.05,0.01,0.0,-0.08
-0.05,0.02,0.0,-0.13
-0.05,0.02,0.0,-0.16
-0.04,0.02,0.0,0.06
0.01,0.0,0.0,0.24
-0.01,0.0,0.03,0.37
-0.01,-0.03,0.0,0.14
0.0,-0.01,0.08,0.14
-0.02,-0.12,0.05,0.12
-0.01,-0.25,0.12,0.13
-0.03,-0.07,0.1,0.13
-0.05,-0.01,0.05,0.13
-0.07,-0.04,0.0,0.13
-0.08,0.0,0.0,0.13
-0.08,-0.03,0.0,0.13
-0.07,0.01,0.0,0.12
-0.06,-0.02,0.0,0.12
-0.07,0.02,0.0,0.13
-0.06,0.0,0.0,0.13
-0.06,0.02,0.0,0.13
-0.07,0.01,0.04,0.13
-0.03,0.02,0.04363636363636364,0.11
-0.03,0.02,0.046,-0.01
